user_id,age,country,course_type,course_category,course_price,time_spent_hours,assignments_completed,quiz_avg_score,login_frequency_per_week,device_type,last_login_days_ago,forum_posts,video_completion_percent,certificate_attempted,payment_type,course_completed
3690,30,UK,Classroom Training Live Session,Finance,572,102,12,64,2,Desktop,38,9,92,1,Corporate,1
3691,18,Canada,Self-paced,Finance,180,12,11,1,0,Mobile,56,35,60,1,Corporate,0
3692,50,UK,Classroom Training Live Session,Risk,1179,149,6,39,2,Desktop,27,3,25,0,Corporate,1
3693,40,USA,Self-paced,Finance,215,51,6,60,3,Mobile,55,29,91,0,Individual,0
3694,22,India,Classroom Training Live Session,Finance,938,58,5,58,3,Mobile,33,35,56,0,Corporate,0
3695,34,Canada,Instructor-led Online,Investment,1058,50,1,91,1,Tablet,7,43,17,1,Corporate,0
3696,51,Australia,Classroom Training Live Session,Accounting,505,175,8,85,6,Tablet,32,1,3,1,Corporate,1
3697,53,USA,Self-paced,Investment,1018,121,8,77,6,Mobile,46,25,99,0,Corporate,1
3698,42,India,Self-paced,Investment,897,139,2,18,1,Mobile,56,35,2,1,Corporate,0
3699,57,India,Classroom Training Live Session,Risk,819,138,5,52,2,Tablet,50,27,89,1,Individual,0
3700,58,UK,Classroom Training Live Session,Investment,1065,84,5,27,6,Tablet,43,21,61,1,Corporate,0
3701,32,India,Self-paced,Investment,679,6,14,1,6,Tablet,46,30,88,1,Corporate,0
3702,32,India,Classroom Training Live Session,Investment,1182,96,14,74,0,Desktop,20,21,96,1,Individual,1
3703,38,Australia,Self-paced,Accounting,357,42,3,37,2,Mobile,12,23,61,0,Individual,0
3704,26,,,,1100,120,14,68,4,,18,19,96,0,,1
3705,55,Australia,Self-paced,Finance,553,8,10,9,0,Desktop,3,23,20,1,Corporate,0
3706,33,USA,Classroom Training Physical,Finance,319,100,0,93,3,Mobile,12,38,78,0,Corporate,0
3707,20,India,Instructor-led Online,Finance,544,164,3,42,5,Mobile,38,2,6,1,Corporate,1
3708,43,USA,Instructor-led Online,Accounting,295,113,1,3,0,Tablet,53,16,44,0,Corporate,0
3709,34,UK,Self-paced,Accounting,1162,39,9,99,4,Tablet,53,28,77,0,Individual,0
3710,45,USA,Instructor-led Online,Finance,307,149,3,98,3,Tablet,56,25,45,0,Corporate,1
3711,38,USA,Instructor-led Online,Investment,286,20,1,82,3,Tablet,54,37,17,0,Individual,0
3712,25,Australia,Classroom Training Live Session,Risk,275,103,14,26,2,Desktop,34,30,7,1,Corporate,1
3713,49,Canada,Self-paced,Finance,574,120,5,17,4,Desktop,41,6,46,0,Corporate,0
3714,20,India,Instructor-led Online,Risk,845,176,1,80,0,Tablet,16,1,32,0,Corporate,1
3715,53,Canada,Classroom Training Live Session,Investment,616,30,9,90,2,Tablet,57,2,60,1,Corporate,0
3716,35,Australia,Self-paced,Risk,905,42,8,12,0,Mobile,58,15,42,0,Corporate,0
3717,38,UK,Instructor-led Online,Risk,306,173,0,35,6,Desktop,42,0,91,0,Individual,0
3718,40,,,,737,26,14,60,0,,4,28,62,1,,0
3719,52,Canada,Instructor-led Online,Risk,1144,173,12,86,2,Desktop,1,41,72,0,Individual,1
3720,18,India,Instructor-led Online,Investment,249,48,13,25,1,Desktop,57,20,6,0,Individual,0
3721,44,Canada,Self-paced,Accounting,773,118,0,74,4,Desktop,59,36,57,0,Corporate,0
3722,49,Canada,Classroom Training Live Session,Finance,823,71,10,22,0,Tablet,2,44,66,0,Corporate,0
3723,32,UK,Instructor-led Online,Investment,488,179,8,31,4,Mobile,8,25,21,0,Corporate,1
3724,28,UK,Self-paced,Accounting,954,5,6,25,3,Tablet,26,37,97,1,Corporate,0
3725,49,UK,Classroom Training Live Session,Finance,245,135,4,44,4,Desktop,34,30,52,0,Individual,0
3726,21,Canada,Classroom Training Live Session,Investment,784,72,5,74,1,Desktop,17,21,11,0,Individual,0
3727,46,USA,Self-paced,Finance,1100,44,10,21,5,Desktop,17,45,79,0,Corporate,0
3728,25,Canada,Self-paced,Accounting,560,81,14,80,0,Desktop,58,41,87,0,Corporate,0
3729,34,India,Instructor-led Online,Investment,1025,178,5,58,1,Mobile,7,11,13,0,Corporate,1
3730,48,UK,Instructor-led Online,Investment,337,27,3,0,0,Desktop,57,9,49,1,Individual,0
3731,28,Canada,Self-paced,Risk,916,165,9,9,5,Tablet,16,11,54,1,Corporate,1
3732,18,India,Classroom Training Live Session,Finance,173,45,0,35,0,Tablet,22,28,65,1,Corporate,0
3733,59,Australia,Self-paced,Finance,426,75,6,42,6,Tablet,30,18,55,0,Corporate,0
3734,19,,,,1197,9,1,30,1,,52,42,69,1,,0
3735,42,USA,Classroom Training Physical,Accounting,1198,99,0,86,2,Mobile,0,43,75,1,Corporate,0
3736,46,Australia,Self-paced,Risk,238,56,6,50,6,Tablet,41,7,52,0,Individual,0
3737,41,UK,Instructor-led Online,Finance,745,6,14,68,5,Tablet,43,14,34,1,Corporate,0
3738,52,USA,Self-paced,Finance,456,8,5,86,4,Mobile,7,3,31,0,Individual,0
3739,33,UK,Self-paced,Investment,325,77,0,21,6,Tablet,23,2,32,1,Corporate,0
3740,39,India,Self-paced,Accounting,518,25,11,96,6,Desktop,55,8,7,0,Individual,1
3741,25,USA,Classroom Training Physical,Risk,952,128,9,2,0,Desktop,37,26,19,0,Corporate,0
3742,41,UK,Self-paced,Risk,803,117,0,5,6,Tablet,17,34,90,0,Individual,0
3743,51,Australia,Classroom Training Live Session,Risk,796,174,13,34,3,Desktop,21,15,75,0,Corporate,1
3744,41,India,Instructor-led Online,Investment,506,177,3,61,5,Mobile,37,12,78,1,Individual,1
3745,27,India,Classroom Training Live Session,Finance,323,60,7,70,0,Mobile,26,7,92,0,Corporate,0
3746,54,Australia,Self-paced,Investment,286,127,7,44,1,Desktop,30,26,89,0,Individual,1
3747,32,India,Instructor-led Online,Risk,636,68,3,79,6,Tablet,20,39,42,0,Corporate,0
3748,24,USA,Classroom Training Live Session,Investment,292,171,4,69,5,Mobile,48,22,24,0,Individual,1
3749,47,Canada,Self-paced,Finance,487,78,4,70,4,Tablet,0,33,86,0,Corporate,0
3750,58,UK,Classroom Training Live Session,Investment,973,109,7,23,2,Tablet,57,8,23,1,Corporate,0
3751,26,Canada,Self-paced,Finance,458,167,0,33,5,Mobile,28,26,16,1,Corporate,1
3752,38,Australia,Instructor-led Online,Investment,1196,122,0,57,3,Tablet,58,17,95,1,Individual,0
3753,52,USA,Instructor-led Online,Accounting,517,178,1,76,4,Desktop,40,22,60,0,Individual,1
3754,22,India,Classroom Training Live Session,Investment,177,23,6,56,2,Desktop,0,40,47,0,Corporate,0
3755,58,Australia,Self-paced,Accounting,328,96,0,69,1,Desktop,25,44,89,0,Individual,0
3756,25,Australia,Instructor-led Online,Investment,217,88,7,80,0,Mobile,26,1,72,0,Corporate,1
3757,22,USA,Classroom Training Live Session,Risk,1079,24,8,94,3,Tablet,34,13,35,0,Corporate,0
3758,25,USA,Classroom Training Physical,Risk,111,81,14,0,2,Desktop,15,36,91,0,Individual,0
3759,27,UK,Instructor-led Online,Investment,550,119,6,61,6,Tablet,53,49,22,0,Individual,0
3760,56,Canada,Classroom Training Live Session,Accounting,965,170,2,82,1,Desktop,34,40,94,0,Individual,1
3761,29,UK,Instructor-led Online,Risk,883,62,0,14,1,Mobile,1,16,64,1,Corporate,0
3762,49,,,,1094,1,2,32,2,,12,26,77,1,,0
3763,42,UK,Instructor-led Online,Risk,876,6,9,99,1,Mobile,28,8,96,0,Individual,0
3764,43,UK,Self-paced,Finance,1089,81,14,40,6,Mobile,59,4,98,1,Individual,0
3765,18,Canada,Self-paced,Investment,1180,124,8,57,5,Desktop,13,36,74,0,Corporate,1
3766,53,India,Instructor-led Online,Investment,707,8,13,23,0,Mobile,28,24,5,0,Individual,0
3767,31,USA,Instructor-led Online,Risk,1151,29,10,22,3,Desktop,48,42,9,0,Corporate,0
3768,21,,,,1025,13,9,2,3,,21,1,88,1,,0
3769,33,India,Instructor-led Online,Finance,882,75,1,88,6,Desktop,39,3,52,1,Corporate,0
3770,51,Australia,Self-paced,Accounting,423,75,3,25,2,Desktop,56,36,37,0,Corporate,0
3771,59,India,Self-paced,Investment,878,11,5,37,5,Desktop,37,11,92,1,Corporate,0
3772,59,UK,Instructor-led Online,Accounting,714,10,13,4,0,Desktop,10,28,6,1,Corporate,0
3773,37,India,Self-paced,Finance,1158,71,12,93,3,Tablet,29,29,93,0,Corporate,0
3774,27,UK,Classroom Training Live Session,Accounting,775,87,11,75,1,Desktop,5,36,52,0,Corporate,1
3775,40,UK,Self-paced,Investment,176,95,12,89,2,Desktop,59,46,56,0,Corporate,0
3776,36,Canada,Instructor-led Online,Risk,594,26,11,86,1,Tablet,55,6,74,0,Corporate,0
3777,51,Australia,Instructor-led Online,Accounting,818,55,10,23,6,Mobile,17,13,52,0,Individual,0
3778,33,USA,Self-paced,Accounting,284,162,0,89,5,Tablet,21,19,92,1,Individual,1
3779,52,India,Self-paced,Finance,343,165,10,88,4,Desktop,30,39,49,1,Corporate,1
3780,55,UK,Self-paced,Finance,690,38,13,52,1,Mobile,32,34,51,1,Individual,0
3781,41,India,Classroom Training Live Session,Risk,758,29,5,1,6,Mobile,35,37,17,0,Individual,0
3782,30,UK,Instructor-led Online,Accounting,535,128,4,89,5,Tablet,9,14,25,1,Corporate,1
3783,34,India,Instructor-led Online,Accounting,453,120,12,17,2,Mobile,1,17,53,1,Individual,0
3784,45,USA,Classroom Training Live Session,Investment,711,39,3,7,1,Desktop,49,18,67,0,Individual,0
3785,40,Australia,Classroom Training Live Session,Accounting,897,95,3,40,6,Mobile,23,19,26,1,Corporate,0
3786,18,Canada,Self-paced,Accounting,1120,6,5,53,3,Tablet,47,15,61,0,Individual,0
3787,53,UK,Self-paced,Accounting,678,57,8,30,2,Desktop,52,23,25,0,Individual,0
3788,54,Canada,Instructor-led Online,Finance,531,67,8,48,3,Tablet,6,6,84,1,Corporate,0
3789,32,Canada,Classroom Training Live Session,Accounting,915,96,4,45,1,Desktop,2,28,82,1,Individual,0
3790,18,Australia,Instructor-led Online,Finance,377,100,13,5,5,Desktop,46,32,19,1,Corporate,1
3791,30,India,Instructor-led Online,Investment,1055,173,4,22,3,Tablet,52,23,90,0,Individual,1
3792,46,Canada,Classroom Training Live Session,Accounting,313,77,10,84,0,Tablet,49,22,79,0,Individual,0
3793,22,India,Self-paced,Risk,1168,111,1,10,0,Tablet,28,21,32,0,Corporate,0
3794,49,India,Instructor-led Online,Investment,976,23,4,94,4,Desktop,51,24,88,0,Individual,1
3795,34,India,Classroom Training Live Session,Investment,895,9,2,65,3,Mobile,35,36,5,1,Individual,0
3796,20,Australia,Classroom Training Live Session,Investment,1160,109,9,2,2,Mobile,58,14,55,0,Corporate,0
3797,20,Canada,Classroom Training Live Session,Risk,625,134,0,8,3,Desktop,34,30,50,0,Corporate,0
3798,30,Canada,Instructor-led Online,Accounting,517,43,11,55,6,Tablet,13,17,18,0,Individual,0
3799,37,UK,Self-paced,Finance,483,72,8,80,0,Desktop,48,29,27,0,Individual,0
3800,39,Canada,Instructor-led Online,Investment,738,77,7,75,0,Mobile,48,45,6,1,Individual,0
3801,44,Australia,Classroom Training Live Session,Investment,948,161,1,17,0,Mobile,0,6,97,0,Corporate,0
3802,29,UK,Self-paced,Risk,795,16,12,5,6,Mobile,36,22,76,1,Individual,0
3803,44,USA,Self-paced,Finance,1185,146,8,79,4,Desktop,29,19,46,1,Individual,1
3804,21,India,Classroom Training Live Session,Accounting,386,51,1,13,4,Mobile,7,10,28,0,Individual,0
3805,36,Australia,Instructor-led Online,Risk,325,83,14,99,2,Tablet,51,13,70,1,Corporate,1
3806,39,USA,Classroom Training Live Session,Finance,706,79,11,61,4,Mobile,55,36,18,1,Corporate,0
3807,42,,,,413,128,14,19,6,,19,42,94,1,,1
3808,21,Canada,Self-paced,Investment,783,175,1,31,2,Desktop,38,20,57,1,Corporate,1
3809,44,Australia,Self-paced,Risk,832,147,4,21,2,Desktop,14,1,21,1,Individual,0
3810,29,UK,Self-paced,Finance,912,148,2,6,2,Desktop,32,33,32,0,Individual,0
3811,51,India,Instructor-led Online,Investment,1035,47,10,60,1,Desktop,2,42,48,1,Individual,0
3812,58,USA,Self-paced,Investment,475,4,3,88,2,Desktop,52,38,52,0,Corporate,0
3813,45,UK,Classroom Training Live Session,Accounting,724,83,0,0,4,Desktop,57,25,97,1,Corporate,0
3814,44,,,,479,31,14,6,2,,54,24,6,1,,0
3815,47,USA,Classroom Training Live Session,Investment,100,82,7,28,5,Desktop,13,1,34,0,Individual,0
3816,32,Australia,Self-paced,Risk,885,46,1,62,2,Desktop,35,45,36,1,Corporate,0
3817,29,UK,Instructor-led Online,Accounting,242,122,13,99,3,Mobile,14,42,32,1,Individual,1
3818,35,USA,Classroom Training Live Session,Accounting,595,149,11,83,3,Mobile,19,3,35,1,Corporate,1
3819,48,Australia,Instructor-led Online,Investment,1162,71,0,11,0,Tablet,58,29,47,1,Corporate,0
3820,29,Australia,Instructor-led Online,Finance,936,83,8,27,0,Desktop,34,48,58,0,Individual,0
3821,52,India,Classroom Training Live Session,Risk,250,150,14,54,2,Tablet,25,0,99,0,Corporate,1
3822,25,India,Instructor-led Online,Investment,692,79,4,64,3,Tablet,30,30,84,0,Corporate,0
3823,39,USA,Classroom Training Physical,Investment,478,111,7,61,5,Desktop,23,21,14,1,Individual,1
3824,48,Canada,Classroom Training Live Session,Finance,859,87,4,38,0,Mobile,54,6,63,1,Individual,0
3825,38,Canada,Classroom Training Live Session,Investment,1027,55,12,59,2,Desktop,2,4,82,1,Individual,0
3826,44,Australia,Self-paced,Finance,1101,134,0,29,2,Mobile,30,15,14,0,Individual,0
3827,53,USA,Classroom Training Live Session,Investment,1171,72,4,85,2,Tablet,33,29,75,1,Corporate,0
3828,55,India,Classroom Training Live Session,Accounting,342,81,2,41,4,Tablet,28,28,56,1,Individual,0
3829,24,USA,Self-paced,Risk,933,83,11,55,3,Mobile,10,39,1,1,Individual,1
3830,29,USA,Classroom Training Physical,Accounting,1096,95,5,16,3,Mobile,29,1,79,0,Corporate,0
3831,18,India,Instructor-led Online,Risk,455,52,2,97,3,Desktop,44,26,49,0,Individual,0
3832,50,USA,Self-paced,Risk,1196,56,1,86,3,Tablet,37,35,43,1,Individual,0
3833,30,Australia,Instructor-led Online,Investment,1193,179,5,69,2,Tablet,53,45,61,1,Individual,1
3834,57,UK,Instructor-led Online,Investment,254,16,1,6,2,Tablet,51,5,47,0,Individual,0
3835,19,Canada,Instructor-led Online,Risk,323,85,13,52,3,Mobile,26,4,80,0,Corporate,1
3836,58,UK,Instructor-led Online,Accounting,462,174,9,36,4,Mobile,59,48,79,0,Corporate,1
3837,50,Canada,Classroom Training Live Session,Finance,123,124,11,19,5,Desktop,4,35,37,0,Corporate,1
3838,31,Australia,Classroom Training Live Session,Risk,1191,62,2,46,5,Mobile,31,24,73,0,Individual,0
3839,20,India,Instructor-led Online,Finance,693,177,13,4,5,Mobile,26,20,23,1,Individual,0
3840,58,USA,Self-paced,Investment,784,35,4,29,6,Mobile,29,16,82,1,Individual,0
3841,19,USA,Self-paced,Risk,769,118,10,21,5,Tablet,32,18,66,1,Corporate,0
3842,47,India,Instructor-led Online,Finance,567,113,4,75,2,Desktop,17,7,92,1,Corporate,0
3843,40,Australia,Classroom Training Live Session,Investment,295,14,8,74,5,Tablet,15,12,35,1,Corporate,0
3844,46,USA,Classroom Training Physical,Accounting,1140,97,13,53,5,Desktop,16,22,85,0,Corporate,1
3845,27,Australia,Classroom Training Live Session,Investment,1180,86,1,82,5,Tablet,38,13,72,0,Individual,1
3846,29,Australia,Self-paced,Investment,154,122,12,33,1,Mobile,10,46,34,0,Corporate,1
3847,33,UK,Classroom Training Live Session,Accounting,1004,40,5,47,1,Desktop,17,36,51,1,Corporate,0
3848,41,India,Instructor-led Online,Accounting,500,115,14,3,1,Desktop,37,37,2,1,Corporate,1
3849,46,UK,Classroom Training Live Session,Risk,260,114,1,57,5,Desktop,28,44,14,0,Individual,0
3850,20,Canada,Instructor-led Online,Investment,161,84,11,19,6,Tablet,0,43,66,0,Individual,0
3851,26,Canada,Classroom Training Live Session,Risk,337,28,2,39,4,Desktop,43,1,2,1,Individual,0
3852,47,UK,Self-paced,Accounting,1053,51,13,47,2,Mobile,54,19,48,1,Corporate,0
3853,39,Canada,Instructor-led Online,Risk,399,11,9,22,5,Desktop,39,46,53,1,Individual,0
3854,47,Australia,Classroom Training Live Session,Finance,423,107,10,39,1,Mobile,51,10,83,0,Corporate,1
3855,27,Canada,Self-paced,Risk,1104,45,4,81,6,Desktop,13,36,29,1,Individual,0
3856,54,USA,Instructor-led Online,Risk,531,169,0,29,1,Tablet,27,36,29,1,Individual,1
3857,39,USA,Self-paced,Investment,1083,135,7,85,5,Tablet,29,33,92,0,Corporate,1
3858,56,Australia,Instructor-led Online,Accounting,877,9,11,95,4,Tablet,10,41,79,0,Corporate,0
3859,18,Canada,Self-paced,Accounting,366,61,14,38,1,Mobile,22,10,96,1,Corporate,1
3860,41,UK,Classroom Training Live Session,Accounting,169,10,5,86,4,Tablet,8,38,91,1,Individual,0
3861,44,UK,Classroom Training Live Session,Investment,803,121,10,42,5,Desktop,1,4,45,0,Corporate,1
3862,35,,,,823,169,3,84,1,,53,32,22,0,,1
3863,20,Canada,Instructor-led Online,Finance,536,120,9,95,3,Mobile,26,48,82,1,Individual,1
3864,30,India,Classroom Training Live Session,Risk,1114,66,5,38,3,Desktop,10,47,58,0,Corporate,0
3865,34,Canada,Classroom Training Live Session,Risk,369,16,0,50,3,Mobile,51,24,56,0,Individual,0
3866,38,Australia,Self-paced,Accounting,793,162,9,76,4,Tablet,28,46,91,1,Individual,1
3867,56,Canada,Instructor-led Online,Accounting,768,127,0,83,6,Mobile,3,14,46,1,Corporate,1
3868,22,USA,Classroom Training Live Session,Accounting,106,100,2,75,2,Mobile,14,19,40,0,Corporate,0
3869,57,Canada,Instructor-led Online,Risk,272,95,0,59,2,Mobile,33,18,10,0,Individual,0
3870,57,Australia,Classroom Training Live Session,Risk,320,78,1,44,2,Mobile,0,8,51,1,Corporate,0
3871,34,UK,Classroom Training Live Session,Accounting,110,164,0,96,5,Desktop,4,30,15,1,Individual,1
3872,37,India,Instructor-led Online,Risk,157,83,9,7,3,Tablet,12,12,72,0,Corporate,0
3873,51,Australia,Classroom Training Live Session,Accounting,1019,13,8,49,2,Mobile,6,3,63,1,Corporate,0
3874,56,UK,Self-paced,Risk,348,16,10,83,5,Desktop,44,32,70,1,Corporate,0
3875,26,UK,Instructor-led Online,Accounting,557,159,4,17,5,Desktop,49,27,23,0,Corporate,0
3876,35,India,Self-paced,Investment,971,177,9,31,6,Tablet,28,32,65,1,Individual,1
3877,57,USA,Instructor-led Online,Finance,483,17,1,79,1,Desktop,48,3,31,0,Individual,0
3878,52,Australia,Instructor-led Online,Investment,616,114,12,20,1,Mobile,38,13,95,0,Individual,0
3879,18,USA,Self-paced,Investment,629,34,9,60,3,Mobile,0,26,50,0,Corporate,0
3880,45,UK,Classroom Training Live Session,Risk,510,150,4,23,2,Desktop,24,44,28,1,Individual,0
3881,57,UK,Self-paced,Finance,1193,79,6,70,2,Desktop,30,28,43,1,Corporate,0
3882,26,UK,Instructor-led Online,Finance,709,37,4,59,6,Desktop,37,5,20,0,Individual,0
3883,39,UK,Instructor-led Online,Risk,913,133,14,82,6,Tablet,22,3,84,1,Corporate,1
3884,19,India,Classroom Training Live Session,Investment,619,73,1,77,3,Desktop,3,34,54,1,Individual,0
3885,45,India,Classroom Training Live Session,Finance,979,171,1,27,6,Desktop,13,8,22,1,Individual,1
3886,46,Australia,Instructor-led Online,Risk,453,45,0,8,2,Desktop,44,4,55,0,Individual,0
3887,54,UK,Classroom Training Live Session,Risk,214,152,9,29,2,Mobile,41,11,61,0,Individual,0
3888,46,India,Instructor-led Online,Investment,668,55,3,43,3,Mobile,22,12,68,1,Corporate,0
3889,41,India,Self-paced,Investment,696,69,4,35,2,Tablet,59,22,79,1,Corporate,0
3890,52,Australia,Self-paced,Accounting,1104,24,6,66,3,Mobile,13,3,43,1,Corporate,0
3891,46,Canada,Instructor-led Online,Finance,1027,130,13,41,5,Tablet,54,33,45,0,Corporate,1
3892,53,Canada,Classroom Training Live Session,Accounting,680,166,8,53,5,Tablet,42,30,52,0,Corporate,1
3893,50,Australia,Self-paced,Accounting,1044,27,7,56,5,Desktop,24,33,8,1,Corporate,0
3894,18,UK,Instructor-led Online,Investment,965,145,1,98,3,Mobile,58,24,75,0,Individual,1
3895,23,USA,Self-paced,Finance,464,11,5,10,4,Desktop,56,25,20,0,Corporate,0
3896,26,UK,Self-paced,Accounting,319,89,5,88,3,Desktop,49,28,63,0,Corporate,1
3897,37,India,Classroom Training Live Session,Investment,350,23,6,68,4,Desktop,48,10,93,1,Corporate,0
3898,54,USA,Instructor-led Online,Investment,572,88,13,41,5,Tablet,20,5,84,1,Individual,0
3899,47,India,Self-paced,Risk,638,35,11,31,1,Tablet,35,36,26,0,Corporate,0
3900,41,India,Classroom Training Live Session,Investment,1008,154,10,42,1,Desktop,46,22,27,0,Corporate,1
3901,52,Canada,Classroom Training Live Session,Finance,924,140,12,4,2,Tablet,15,31,51,0,Individual,0
3902,32,UK,Self-paced,Risk,226,25,10,62,0,Mobile,53,9,49,0,Corporate,0
3903,39,USA,Classroom Training Physical,Accounting,185,134,8,23,4,Tablet,22,4,6,0,Individual,0
3904,29,Australia,Classroom Training Live Session,Accounting,1178,49,8,2,5,Tablet,27,40,41,1,Individual,0
3905,47,USA,Self-paced,Finance,858,23,4,27,0,Mobile,4,35,53,0,Corporate,0
3906,31,India,Instructor-led Online,Investment,290,28,4,75,3,Desktop,50,31,50,1,Corporate,0
3907,34,India,Instructor-led Online,Finance,982,108,11,53,1,Mobile,38,13,13,1,Corporate,1
3908,18,India,Classroom Training Live Session,Accounting,954,177,2,54,5,Desktop,23,16,47,1,Individual,1
3909,23,USA,Classroom Training Live Session,Investment,417,154,13,98,6,Mobile,42,23,7,1,Individual,1
3910,33,Canada,Self-paced,Accounting,127,7,1,37,6,Mobile,55,34,5,1,Individual,0
3911,55,Canada,Classroom Training Live Session,Risk,564,142,2,87,6,Tablet,6,44,59,1,Individual,1
3912,41,Australia,Classroom Training Live Session,Accounting,763,11,7,43,6,Desktop,53,1,87,0,Corporate,0
3913,27,USA,Instructor-led Online,Accounting,105,148,0,63,0,Mobile,36,14,0,0,Corporate,0
3914,55,Australia,Self-paced,Risk,693,140,12,22,6,Mobile,7,49,79,1,Individual,1
3915,27,Australia,Instructor-led Online,Investment,992,116,11,29,1,Desktop,3,46,83,0,Individual,1
3916,41,,,,919,45,5,35,0,,57,45,66,0,,0
3917,37,,,,1044,117,6,8,6,,20,34,87,1,,0
3918,46,Canada,Instructor-led Online,Risk,142,8,1,77,3,Tablet,47,45,31,0,Corporate,0
3919,57,Canada,Self-paced,Risk,558,13,11,70,4,Tablet,43,9,70,0,Corporate,0
3920,41,UK,Self-paced,Risk,764,44,3,56,0,Mobile,41,38,51,0,Individual,0
3921,54,Canada,Self-paced,Finance,197,46,4,83,1,Desktop,28,4,93,1,Individual,0
3922,30,UK,Instructor-led Online,Risk,1159,95,6,35,1,Tablet,33,36,71,1,Individual,0
3923,19,Australia,Self-paced,Finance,585,3,12,68,5,Mobile,52,47,72,0,Corporate,0
3924,35,India,Instructor-led Online,Accounting,1165,171,4,96,1,Desktop,2,37,80,1,Individual,1
3925,58,USA,Classroom Training Live Session,Accounting,802,124,5,98,5,Tablet,42,38,12,0,Individual,1
3926,49,India,Self-paced,Investment,715,65,8,6,2,Tablet,21,15,71,0,Individual,0
3927,45,India,Classroom Training Live Session,Risk,597,22,13,70,1,Desktop,12,21,74,0,Corporate,0
3928,54,Australia,Self-paced,Risk,1185,103,0,5,0,Mobile,33,22,51,1,Individual,0
3929,37,India,Classroom Training Live Session,Accounting,1120,55,14,58,2,Desktop,33,27,12,1,Corporate,1
3930,58,,,,185,14,3,7,3,,23,41,61,1,,0
3931,22,UK,Classroom Training Live Session,Risk,806,1,7,96,0,Mobile,45,16,72,0,Individual,0
3932,54,UK,Instructor-led Online,Accounting,1001,63,12,48,0,Tablet,14,49,58,1,Individual,0
3933,54,,,,430,136,3,41,6,,51,43,76,1,,0
3934,31,Australia,Instructor-led Online,Accounting,849,140,6,27,5,Tablet,18,10,29,1,Corporate,0
3935,47,Australia,Instructor-led Online,Investment,726,16,3,81,0,Tablet,27,18,55,1,Individual,0
3936,38,USA,Classroom Training Physical,Finance,982,162,0,28,3,Tablet,25,17,95,1,Individual,0
3937,50,India,Classroom Training Live Session,Accounting,589,60,9,24,1,Desktop,19,2,31,0,Corporate,0
3938,50,India,Self-paced,Accounting,390,17,9,47,2,Mobile,10,22,95,0,Corporate,0
3939,27,Canada,Classroom Training Live Session,Risk,747,107,6,47,4,Desktop,27,12,36,1,Corporate,0
3940,18,UK,Instructor-led Online,Accounting,986,10,9,25,0,Mobile,53,22,63,0,Corporate,0
3941,39,USA,Instructor-led Online,Risk,231,69,14,82,3,Desktop,21,2,86,1,Corporate,0
3942,58,UK,Classroom Training Live Session,Risk,162,26,0,93,2,Desktop,17,11,37,1,Corporate,0
3943,56,USA,Classroom Training Live Session,Accounting,308,139,11,90,5,Desktop,46,47,93,0,Corporate,1
3944,25,India,Instructor-led Online,Accounting,283,167,14,79,6,Desktop,31,16,23,0,Corporate,1
3945,48,Australia,Self-paced,Accounting,211,24,13,7,4,Tablet,33,12,56,1,Corporate,0
3946,18,UK,Instructor-led Online,Accounting,1052,42,10,25,2,Desktop,7,46,36,1,Corporate,0
3947,37,India,Classroom Training Live Session,Investment,358,104,11,33,5,Mobile,45,45,61,1,Corporate,0
3948,41,USA,Classroom Training Physical,Accounting,234,45,11,28,2,Desktop,38,24,16,0,Individual,0
3949,41,Australia,Self-paced,Accounting,565,49,9,20,2,Mobile,57,40,16,0,Individual,0
3950,49,Australia,Instructor-led Online,Accounting,803,44,11,27,3,Mobile,43,49,89,0,Individual,0
3951,25,India,Classroom Training Live Session,Accounting,655,35,7,20,0,Tablet,22,31,89,1,Individual,0
3952,25,USA,Instructor-led Online,Accounting,589,176,1,99,0,Tablet,43,22,75,1,Individual,1
3953,45,Australia,Instructor-led Online,Investment,210,130,0,3,5,Mobile,28,17,54,0,Individual,0
3954,32,Canada,Instructor-led Online,Investment,879,64,13,13,2,Mobile,12,37,61,0,Corporate,0
3955,51,Canada,Classroom Training Live Session,Accounting,578,167,4,75,1,Mobile,43,10,32,0,Corporate,1
3956,28,Canada,Self-paced,Finance,766,8,4,96,6,Desktop,4,31,88,1,Corporate,0
3957,57,UK,Classroom Training Live Session,Finance,874,106,4,79,2,Desktop,31,7,95,1,Corporate,1
3958,54,Australia,Instructor-led Online,Investment,354,179,2,30,3,Desktop,44,5,28,0,Individual,1
3959,27,Canada,Classroom Training Live Session,Accounting,608,96,1,73,4,Tablet,40,18,40,1,Individual,0
3960,53,UK,Instructor-led Online,Investment,104,146,7,12,0,Desktop,35,18,30,1,Corporate,0
3961,40,,,,724,11,1,95,1,,56,30,12,1,,0
3962,46,UK,Self-paced,Risk,438,80,14,15,1,Tablet,57,22,56,0,Individual,0
3963,45,USA,Classroom Training Physical,Investment,151,38,11,88,5,Desktop,44,0,86,0,Corporate,1
3964,25,India,Self-paced,Accounting,747,29,12,0,4,Desktop,36,0,68,0,Corporate,0
3965,39,India,Classroom Training Live Session,Accounting,973,3,12,76,2,Desktop,3,13,86,0,Individual,0
3966,19,USA,Classroom Training Live Session,Accounting,842,28,13,76,2,Tablet,44,25,3,1,Corporate,0
3967,44,India,Instructor-led Online,Finance,798,150,11,33,0,Mobile,37,33,98,1,Individual,1
